b	044	34	6	0	5	5	0.7142857142857143	1	10	9	13	12	14	12	1	1	0
b	045	27	3	0	5	5	0.7	1	3	5	10	7	10	5	1	1	1
b	046	32	7	0	5	4	0.5333333333333333	1	8	7	16	13	16	10	1	1	0
b	047	31	6	1	7	5	0.5384615384615384	1	5	4	12	12	12	5	1	1	0
b	048	26	4	0	3	2	0.5833333333333334	1	6	7	14	11	15	10	1	1	1
b	049	30	6	1	4	4	0.6428571428571429	1	6	7	11	12	16	11	1	1	2
b	050	43	5	0	7	6	0.6	1	10	8	17	14	13	9	1	1	0
b	051	37	6	0	6	3	0.6666666666666666	1	10	11	16	15	15	14	1	1	1
b	052	43	4	1	7	5	1.1666666666666667	1	15	15	11	8	10	17	1	1	0
b	053	27	7	0	3	2	0.5384615384615384	1	8	7	14	11	14	10	1	1	0
b	054	56	7	0	10	8	0.7058823529411765	2	12	12	19	17	15	11	1	1	0
b	055	35	5	0	6	3	0.7857142857142857	1	10	10	14	13	17	15	1	1	2
b	056	35	6	0	5	6	0.5384615384615384	1	5	8	13	10	11	3	1	1	0
b	057	59	0	0	14	5	0.7142857142857143	0	11	12	14	13	2	11	1	1	0
b	058	47	9	0	8	7	0.5	2	8	8	20	18	18	7	1	2	0
b	059	35	6	0	3	3	0.7142857142857143	1	13	13	16	14	17	15	1	1	0
b	060	26	5	0	5	4	0.5	1	4	5	12	11	12	6	1	1	0
b	061	24	6	0	4	4	0.38461538461538464	1	2	3	13	11	14	4	1	1	1
b	062	17	4	0	3	4	0.5555555555555556	1	3	3	8	8	10	3	1	1	0
b	063	21	5	0	2	2	0.5	1	5	6	11	10	11	6	1	1	0
b	064	36	8	0	5	4	0.6	1	10	11	15	14	15	11	1	1	0
b	065	37	6	0	7	4	0.5	1	6	7	18	18	18	9	1	1	1
b	066	28	4	1	5	5	0.5833333333333334	1	4	6	14	8	12	6	1	1	0
b	067	28	5	0	5	5	0.5	1	4	5	12	11	12	4	1	1	0
b	068	33	4	0	7	5	0.8461538461538461	1	7	7	14	12	20	12	1	1	2
b	069	37	8	0	4	5	0.6	1	11	12	16	15	16	11	1	1	0
b	070	30	6	0	5	4	0.46153846153846156	1	5	6	13	13	13	5	1	1	0
b	071	35	8	0	7	5	0.5	1	6	5	16	15	17	9	1	1	1
b	072	40	8	0	6	5	0.5625	1	10	12	18	16	16	11	1	1	0
b	073	28	7	0	5	3	0.42857142857142855	1	4	4	16	12	14	5	1	1	0
b	074	46	0	0	10	6	0.4	0	2	3	16	13	3	1	1	1	0
b	075	33	7	0	4	4	0.5714285714285714	1	9	10	15	14	15	10	1	1	0
b	076	29	5	1	5	5	0.7272727272727273	1	6	7	11	9	10	8	1	1	0
b	077	26	6	0	2	2	0.5	1	7	8	14	13	14	8	1	1	0
b	078	25	6	0	3	2	0.38461538461538464	1	4	5	15	14	15	6	1	1	0
b	079	35	7	0	5	6	0.5	1	7	8	14	14	14	5	1	1	0
b	080	39	4	0	5	6	0.5714285714285714	1	7	8	15	10	11	7	1	1	0
b	081	41	6	0	5	6	0.7333333333333333	1	12	12	15	13	14	12	1	1	0
b	082	29	5	0	6	4	0.5384615384615384	3	7	7	14	12	14	8	2	1	1
b	083	36	5	0	6	6	0.6153846153846154	1	7	6	14	10	12	6	1	1	0
b	084	28	7	0	4	5	0.35714285714285715	1	4	4	15	13	14	3	1	1	0
b	085	42	5	0	8	4	0.8	1	11	10	16	16	21	16	1	1	2
b	086	39	8	0	7	6	0.5	1	8	6	18	14	15	7	1	1	0
b	087	37	3	0	4	5	0.7142857142857143	1	10	8	17	13	20	12	1	1	1
b	088	25	5	0	2	2	0.5454545454545454	1	7	8	13	12	13	8	1	1	0
b	089	21	4	0	4	4	0.5555555555555556	1	3	4	9	6	7	3	1	1	0
b	090	22	5	1	4	3	0.6	1	3	5	9	8	9	5	1	1	0
b	091	50	0	0	8	6	0.4666666666666667	0	4	4	17	11	0	2	1	1	0
b	092	28	6	0	3	4	0.6923076923076923	1	8	6	13	11	18	11	1	1	2
b	093	33	5	0	3	4	0.6428571428571429	1	9	8	15	13	16	12	1	1	0
b	094	30	8	0	2	3	0.6666666666666666	1	9	8	12	11	16	12	1	1	2
b	095	39	3	0	5	7	0.8333333333333334	1	12	11	14	12	13	11	1	1	0
b	096	25	5	0	4	3	0.5454545454545454	1	5	6	11	10	11	6	1	1	0
b	097	23	4	0	4	4	0.5	1	2	4	9	7	7	3	1	1	0
b	098	24	7	0	4	3	0.38461538461538464	1	3	4	13	12	13	5	1	1	0
b	099	22	3	0	3	3	1.0	1	9	8	7	6	7	10	1	1	0
c	000	22	3	0	5	5	0.7777777777777778	1	6	7	7	6	8	8	1	0	1
c	001	23	4	0	2	2	1.2857142857142858	2	15	15	6	4	4	15	1	0	0
c	002	25	5	0	4	3	0.9090909090909091	2	13	12	5	4	5	16	1	0	1
c	003	21	4	1	4	4	0.7777777777777778	1	6	7	6	4	5	7	1	0	0
c	004	57	0	0	8	11	1.0	0	14	14	6	6	0	0	1	0	0
c	005	12	1	1	2	2	1.0	2	5	5	3	2	1	5	1	0	0
c	006	24	6	0	4	4	0.8181818181818182	1	8	9	6	5	8	12	1	0	0
c	007	35	3	0	6	8	0.8333333333333334	0	8	9	7	6	6	8	1	0	0
c	008	35	4	1	4	5	0.9166666666666666	2	14	13	13	12	13	13	1	0	0
c	009	28	11	0	3	2	0.8571428571428571	2	15	15	6	6	11	20	1	0	3
c	010	14	6	0	2	1	0.75	2	7	7	4	4	6	10	1	0	2
c	011	28	5	0	5	4	0.8333333333333334	1	9	9	6	4	6	13	1	0	0
c	012	28	8	1	4	4	0.8571428571428571	2	11	10	6	5	12	18	1	0	3
c	013	42	5	0	6	7	1.0	1	15	16	9	8	8	15	1	0	0
c	014	29	6	0	3	4	0.8461538461538461	1	11	10	7	8	13	15	1	0	3
c	015	26	6	2	3	4	0.9166666666666666	2	11	10	8	7	13	15	1	0	2
c	016	36	7	0	4	6	0.7857142857142857	1	13	13	9	7	7	13	1	0	0
c	017	38	12	0	2	1	0.9285714285714286	2	24	24	14	12	12	24	1	0	0
c	018	26	3	1	5	5	1.1111111111111112	0	10	11	5	6	8	12	1	0	1
c	019	24	5	1	4	3	0.7272727272727273	2	9	9	7	5	5	9	1	0	0
c	020	34	12	0	2	1	0.6111111111111112	2	13	13	14	14	20	20	1	1	4
c	021	21	6	0	2	3	0.7272727272727273	2	9	7	6	5	8	12	1	0	1
c	022	25	5	0	3	4	0.7272727272727273	2	10	10	7	5	5	10	1	0	0
c	023	28	8	1	4	3	0.7857142857142857	2	11	10	8	7	11	17	1	0	2
c	024	38	5	0	5	7	0.7857142857142857	0	11	10	8	7	7	10	1	0	0
c	025	26	3	2	4	5	1.1111111111111112	1	10	10	5	3	3	11	1	0	0
c	026	55	1	0	8	11	1.0714285714285714	0	17	17	8	7	2	13	1	1	0
c	027	59	0	0	11	11	1.0	0	14	14	9	11	0	0	1	0	0
c	028	27	8	0	3	3	0.8461538461538461	2	13	13	6	6	8	18	1	0	1
c	029	37	4	0	7	8	0.7692307692307693	1	9	8	9	8	8	8	1	0	0
c	030	17	3	1	3	3	0.75	2	6	6	5	3	3	6	1	0	0
c	031	30	7	0	4	2	0.8571428571428571	2	12	12	8	8	14	21	1	0	3
c	032	13	3	1	2	2	0.7142857142857143	2	5	5	5	3	3	6	1	0	0
c	033	28	7	2	3	2	1.0833333333333333	2	15	15	5	5	7	21	1	0	2
c	034	32	7	1	4	5	0.8571428571428571	2	13	14	6	5	7	15	1	0	1
c	035	48	0	0	8	9	0.9	0	9	9	6	8	2	0	1	0	0
c	036	21	5	0	3	3	0.7777777777777778	1	7	8	7	6	7	7	1	0	0
c	037	14	3	1	2	3	0.7142857142857143	1	5	5	5	3	3	5	1	0	0
c	038	29	10	0	4	1	0.9285714285714286	2	16	16	5	5	10	24	1	0	5
c	039	23	7	0	2	2	0.6363636363636364	2	10	10	9	7	7	10	1	0	0
c	040	31	8	1	4	2	1.0	2	13	14	6	7	13	21	1	0	3
c	041	31	6	1	3	4	1.0	1	14	15	4	5	7	19	1	0	2
c	042	39	4	1	6	6	1.0833333333333333	0	15	14	7	6	6	14	1	0	0
c	043	13	1	1	2	3	0.8333333333333334	2	4	4	3	2	1	4	1	0	0
c	044	20	7	0	2	2	0.7	2	9	10	7	6	7	11	1	0	1
c	045	23	5	0	3	3	1.0	1	12	13	6	5	6	14	1	0	0
c	046	42	7	1	3	5	1.0	2	21	21	9	8	7	21	1	0	0
c	047	34	5	0	3	5	1.0833333333333333	0	13	15	4	7	9	15	1	0	2
c	048	30	8	0	4	2	1.0	2	16	16	3	3	8	24	1	0	4
c	049	30	6	0	4	3	0.9166666666666666	0	14	12	9	9	12	15	1	0	1
c	050	36	5	0	5	8	0.9166666666666666	0	11	11	6	7	8	8	1	0	0
c	051	13	7	1	2	2	0.6666666666666666	2	5	5	4	4	7	8	1	0	2
c	052	25	5	2	4	3	1.0	2	10	11	7	6	10	15	1	0	1
c	053	34	5	0	3	5	0.8571428571428571	2	12	12	11	11	17	15	1	0	2
c	054	36	5	2	3	5	1.0	1	15	15	7	5	5	17	1	0	0
c	055	19	7	1	2	3	0.6363636363636364	2	6	7	7	7	10	9	1	0	0
c	056	26	6	0	4	4	0.6666666666666666	1	9	9	8	6	6	10	1	0	0
c	057	23	6	0	2	2	0.75	2	8	8	6	6	11	14	1	0	2
c	058	35	6	1	4	6	0.9285714285714286	2	16	16	7	5	6	17	1	0	0
c	059	32	5	0	6	6	0.9090909090909091	0	11	13	8	8	8	12	1	0	0
c	060	22	7	1	2	1	0.6923076923076923	1	6	5	6	8	13	11	1	0	4
c	061	17	6	4	2	2	0.9	2	6	6	5	5	9	11	1	0	2
c	062	32	6	1	4	6	0.7142857142857143	1	10	10	8	6	6	10	1	0	0
c	063	31	4	2	3	5	0.8461538461538461	2	11	11	6	4	4	11	1	0	0
c	064	26	4	1	2	5	0.75	2	9	9	6	4	4	10	1	0	0
c	065	28	6	2	3	3	1.1818181818181819	2	15	14	4	4	6	18	1	0	2
c	066	30	6	1	3	4	0.8461538461538461	2	12	12	7	5	7	14	1	0	0
c	067	42	5	0	8	7	0.8571428571428571	0	13	13	12	10	11	13	1	0	0
c	068	18	5	1	3	3	1.0	2	9	8	4	3	5	11	1	0	1
c	069	40	9	0	5	5	0.8125	2	19	19	11	9	9	19	1	0	0
c	070	31	4	0	4	5	0.9166666666666666	1	12	12	6	9	8	13	1	0	0
c	071	33	5	0	5	6	0.9230769230769231	0	10	10	5	5	7	14	1	0	2
c	072	45	0	0	8	9	0.8181818181818182	0	11	10	6	5	0	0	1	0	0
c	073	76	0	0	13	10	0.7692307692307693	0	9	9	7	7	0	0	1	0	0
c	074	32	6	0	4	6	1.0	1	12	13	5	6	8	14	1	0	1
c	075	26	7	1	3	5	0.6428571428571429	2	8	8	7	5	7	9	1	0	0
c	076	25	7	1	3	4	0.9090909090909091	1	11	11	5	5	7	14	1	0	2
c	077	21	4	0	3	3	0.6	2	6	7	9	10	11	7	1	0	0
c	078	25	6	0	2	2	0.8333333333333334	2	10	10	7	7	12	14	1	0	3
c	079	25	6	1	4	3	0.9	2	13	13	8	6	6	13	1	0	0
c	080	38	4	1	5	7	0.8666666666666667	2	14	14	6	4	4	14	1	0	0
c	081	21	2	0	3	3	1.1428571428571428	1	9	10	4	3	3	9	1	0	0
c	082	39	12	1	2	1	1.0	2	25	25	14	12	12	25	1	0	0
c	083	25	4	0	4	2	1.0	2	10	10	7	5	10	13	1	0	1
c	084	66	0	0	12	11	0.8571428571428571	0	13	13	7	5	0	0	1	0	0
c	085	30	5	1	5	6	0.9090909090909091	1	10	10	7	5	5	11	1	0	0
c	086	21	2	0	2	3	1.0	2	10	10	4	3	2	11	1	0	0
c	087	31	4	0	4	7	0.8181818181818182	0	10	10	6	6	4	7	1	0	0
c	088	20	5	2	3	2	0.9	2	8	8	6	6	9	13	1	0	1
c	089	37	5	0	4	6	0.9230769230769231	1	14	14	7	5	5	14	1	0	0
c	090	23	4	1	4	4	0.9	2	10	10	4	4	4	11	1	0	0
c	091	29	2	0	6	6	0.8	0	5	5	6	6	7	4	1	0	0
c	092	21	6	1	3	2	0.9	1	10	9	5	6	9	14	1	0	3
c	093	35	5	0	5	5	0.9285714285714286	1	13	12	6	7	12	19	1	0	4
c	094	40	6	0	6	6	0.8571428571428571	0	12	12	9	9	9	11	1	0	0
c	095	17	3	0	2	2	0.8571428571428571	2	8	8	5	3	3	8	1	0	0
c	096	29	6	1	3	5	0.7692307692307693	2	11	12	7	6	6	12	1	0	0
c	097	27	3	0	4	6	0.9	2	10	10	5	4	3	10	1	0	0
c	098	21	9	1	3	1	0.7692307692307693	2	9	9	4	4	9	16	1	0	4
c	099	28	5	1	3	2	1.0	1	12	11	6	7	14	17	1	0	3
d	000	34	6	0	4	5	0.5714285714285714	1	8	9	14	15	15	9	1	1	0
d	001	30	7	2	4	4	0.6428571428571429	2	6	7	11	11	16	10	1	1	2
d	002	33	5	0	7	6	0.6153846153846154	1	6	7	11	13	12	7	1	1	0
d	003	24	6	0	4	4	0.4166666666666667	1	3	4	10	12	12	4	1	1	0
d	004	33	2	0	6	5	0.6153846153846154	0	4	4	11	14	14	5	1	1	1
d	005	37	6	1	7	6	0.6923076923076923	1	6	7	11	12	9	7	1	1	0
d	006	48	8	0	7	9	0.6470588235294118	2	11	11	19	19	19	10	1	1	0
d	007	30	11	0	2	3	0.4444444444444444	2	7	7	18	18	22	10	1	1	2
d	008	23	6	1	4	4	0.7	1	3	5	10	8	10	4	1	1	0
d	009	21	6	1	4	4	0.6	1	3	4	10	8	10	3	1	1	0
d	010	26	7	0	2	3	0.5	1	7	7	13	15	16	9	1	0	1
d	011	22	7	0	2	2	0.4166666666666667	1	4	6	11	13	13	6	1	1	0
d	012	29	4	0	6	5	0.5454545454545454	1	1	4	6	9	4	1	1	1	0
d	013	27	5	0	6	5	0.5833333333333334	1	5	5	9	11	11	7	1	1	0
d	014	37	2	0	7	3	0.6428571428571429	1	5	6	11	13	10	10	1	1	3
d	015	36	2	0	5	4	0.8333333333333334	0	10	10	9	12	9	10	1	1	0
d	016	29	6	0	5	5	0.6153846153846154	1	5	6	10	12	13	7	1	1	1
d	017	36	5	0	7	5	0.5714285714285714	0	7	6	13	14	13	8	1	1	1
d	018	20	3	0	3	3	0.6666666666666666	2	2	5	8	10	13	5	1	1	1
d	019	56	3	2	8	5	0.7647058823529411	2	11	14	17	15	6	13	1	1	0
d	020	21	3	0	4	4	0.6666666666666666	0	4	4	7	5	6	6	1	1	0
d	021	25	7	0	2	2	0.5384615384615384	1	7	7	11	13	15	10	1	1	1
d	022	29	8	0	3	2	0.5714285714285714	1	8	9	12	14	15	12	1	1	0
d	023	24	5	0	3	2	0.5833333333333334	1	3	4	9	12	15	8	1	1	2
d	024	28	9	0	2	4	0.6	1	8	7	11	13	18	11	1	1	1
d	025	26	5	0	3	2	0.5833333333333334	1	5	7	10	13	14	10	1	1	1
d	026	46	5	0	9	9	0.5882352941176471	1	5	8	15	15	14	6	1	1	0
d	027	76	0	0	10	10	0.7142857142857143	0	7	7	10	14	0	0	1	1	0
d	028	29	6	0	3	3	0.42857142857142855	1	6	5	14	17	17	7	1	1	0
d	029	38	5	0	8	6	0.6153846153846154	1	8	6	13	14	10	7	1	1	0
d	030	42	0	0	8	5	0.42857142857142855	0	3	3	12	14	2	2	1	1	0
d	031	21	3	0	4	2	0.6666666666666666	1	3	5	6	8	8	6	1	1	1
d	032	36	5	0	9	5	0.375	1	2	2	15	19	16	2	1	1	0
d	033	26	3	1	6	5	0.7777777777777778	1	2	7	8	9	8	5	1	1	0
d	034	24	6	0	2	2	0.5	1	6	7	11	14	14	8	1	1	0
d	035	37	4	0	6	6	0.5714285714285714	1	4	6	12	11	11	5	1	1	0
d	036	60	2	0	11	10	0.75	2	9	9	17	19	12	8	1	1	0
d	037	32	6	0	6	5	0.42857142857142855	1	1	5	12	12	10	2	1	1	0
d	038	30	6	1	5	4	0.6153846153846154	1	5	8	11	13	13	8	1	1	0
d	039	90	0	0	15	13	0.8333333333333334	0	19	19	19	21	0	0	1	2	0
